id,default,loan_amount,mortgage_amount,property_value,loan_reason,occupation,occupation_length,derogatory_reports,late_payments,oldest_credit_line,recent_credit,credit_number,ratio
12378,0,14400,,69712,,,0,0,0,,0,0,2.553521964
14433,1,14900,54359,78408,DebtCon,Self,4,3,0,129.9677556,0,24,3.016141451
14246,0,16400,47428,76483,DebtCon,ProfExe,4,0,0,232.3155447,3,31,33.10683578
14509,0,15700,75764,97122,DebtCon,Other,5,2,0,70.72519735,0,21,24.43178961
11885,0,11700,42151,58947,HomeImp,Other,22,0,0,122.0303618,0,23,40.08314453
16958,0,89200,54045,92924,DebtCon,Other,15,0,0,212.2796967,0,15,35.55659049
11586,0,21000,65205,86313,DebtCon,,4,0,0,99.36947035,0,15,40.14317075
14712,0,5800,,41119,HomeImp,Other,2,0,0,261.4052186,0,26,42.19194156
16362,1,12100,186062,227171,HomeImp,ProfExe,0,0,0,67.78084803,,4,26.990533
15459,0,52200,,90240,HomeImp,Other,,0,0,341.8288117,0,7,24.01667108
11747,0,40000,5118,62000,HomeImp,Office,,0,0,311.4333333,0,19,
12055,0,21300,185874,235968,DebtCon,ProfExe,3,0,0,291.8195388,1,26,36.99364995
14370,1,10400,51200,76125,DebtCon,Other,12,0,0,132.3666667,0,16,
11529,0,10600,46589,64559,HomeImp,Other,8,0,0,85.23087649,2,33,40.45139254
14135,0,16100,68905,91572,DebtCon,Office,3,0,0,165.4571246,0,25,24.92011999
11988,0,36000,204292,268436,DebtCon,ProfExe,3,0,0,243.2954303,0,31,30.93897745
16798,1,33200,36705,78040,DebtCon,Mgr,19,2,0,120.090143,0,13,35.01574872
11105,0,15700,99618,131710,DebtCon,Mgr,5,,,236.6809468,2,41,37.86554654
16009,1,23500,54816,87000,DebtCon,Other,3.5,0,1,223.2,0,17,
13120,1,34600,169960,224716,DebtCon,Mgr,2,0,0,182.0684611,2,21,32.71020486
12019,1,20000,87800,163800,,Mgr,14,2,6,244.0666667,,25,
12377,0,20600,69949,101807,HomeImp,Other,3,0,0,218.390939,0,13,30.2712393
11579,1,12000,28298,72000,DebtCon,Other,8,,,105.5,2,22,
16626,1,9300,78000,97700,DebtCon,Mgr,12,0,2,88.5,4,29,
11032,0,33900,128884,172094,DebtCon,Mgr,12,1,0,166.6247382,1,27,42.31889922
15360,0,53700,24158,82627,HomeImp,Other,2,2,0,250.6665425,6,14,43.26837545
15161,0,19300,73668,89061,DebtCon,Other,0,2,1,113.4535612,2,25,33.49881538
13022,1,9000,84532,104000,DebtCon,ProfExe,3,0,0,50.66666667,1,3,
13473,0,10200,54900,79000,DebtCon,Office,14,0,0,113.6333333,0,24,
16370,0,25000,65000,99000,DebtCon,ProfExe,12,0,0,283.0666667,1,33,
16393,0,14500,70896,91652,HomeImp,Office,24,0,0,163.9916144,2,13,41.49281634
11851,0,12300,52622,64407,DebtCon,Other,0,0,0,191.0774254,1,13,26.20306729
12342,0,22200,98624,140938,DebtCon,ProfExe,,0,0,207.2889332,0,20,29.21889542
16609,1,12000,114390,132800,DebtCon,Mgr,10,0,0,95.73333333,0,25,
11691,0,22900,136032,180899,DebtCon,ProfExe,21,0,0,240.3474711,0,24,41.59674747
15323,1,11200,114000,139200,DebtCon,Mgr,5,0,0,213.5666667,1,36,
12541,0,14900,60667,81293,DebtCon,,6,,,,,,27.5737365
12558,0,13100,48153,70059,DebtCon,Other,11,0,0,242.6505336,0,18,30.89311822
12223,0,27500,,40807,DebtCon,Other,8,1,,95.53351917,,13,20.39892362
14473,0,42000,21314,68047,DebtCon,Other,21,0,0,209.8976942,1,30,39.94638535
12829,0,8600,124810,176581,DebtCon,Other,8,0,0,213.3028848,1,19,32.87645851
12255,0,15500,96426,122322,DebtCon,Office,12,0,0,226.2845243,0,12,40.86810919
12583,1,16800,113021,146222,,Mgr,5,3,2,123.8934197,2,65,62.55930782
14676,0,14300,111623,127049,DebtCon,,2,0,0,145.1018727,1,26,34.42963198
13380,0,12100,31400,48000,DebtCon,Other,6,1,0,107.5333333,2,16,
14251,1,25000,104000,188500,DebtCon,Other,0.7,0,11,194.8,1,14,
16255,0,12100,,72731,,,0,0,0,,0,0,0.720295007
13927,1,5500,85845,122205,DebtCon,ProfExe,5,0,0,172.2132767,1,26,32.67664088
15576,1,31500,16000,43040,DebtCon,Other,0,1,1,98.43333333,1,11,
12370,1,23300,84083,107407,DebtCon,Self,2,0,1,153.2333333,6,23,
16414,0,13500,89184,116848,DebtCon,ProfExe,13,0,0,174.5064082,1,18,36.01089152
12449,0,14200,60570,74648,DebtCon,ProfExe,2,0,0,137.8411053,2,35,40.2897613
13458,0,11800,,51246,HomeImp,Other,11,0,0,305.5667157,2,13,32.50005907
14519,0,7200,71509,86484,DebtCon,,4,,,,,,20.09904978
13518,0,27800,96332,123598,DebtCon,ProfExe,1,0,0,190.3137746,2,38,33.85589547
11618,0,25800,112388,180313,DebtCon,Sales,16,0,0,295.5460058,0,31,33.24109601
13902,0,36000,89270,127834,DebtCon,Mgr,30,0,0,350.6195273,0,20,38.66907284
15198,0,46900,91672,158953,DebtCon,Other,16,0,0,221.1323632,8,19,38.10922752
14601,0,22700,108488,139559,HomeImp,ProfExe,11,0,0,190.9727785,0,23,34.08001623
11639,1,5000,,52000,HomeImp,Other,,0,1,285.3333333,0,6,
15608,0,9200,57375,69040,DebtCon,Other,0,0,1,116.4187965,2,18,36.62562946
16105,0,22800,127010,171758,,Mgr,25,,5,335.6156509,0,27,32.36504156
12946,0,11900,201264,227295,HomeImp,ProfExe,10,0,0,239.7433663,0,22,33.77633696
15997,0,22100,84114,97775,HomeImp,,8,,,,,,
14820,1,25000,46451,89600,DebtCon,Office,10,1,2,95.36666667,2,15,
16259,0,23100,71680,101492,DebtCon,Mgr,1,,,230.3616162,5,24,39.87270885
12362,1,17000,89600,115000,DebtCon,Self,20,,3,99.26666667,0,23,
12655,0,45700,118247,174711,DebtCon,Self,11,0,0,170.6522245,0,5,37.73075139
12843,1,31800,60279,97875,DebtCon,Mgr,6,0,11,312.4333333,0,46,
15240,1,17300,73503,91842,DebtCon,Other,0,0,6,142.3320756,1,32,46.90232438
13721,0,7000,5768,26600,,,,,,,,,
14938,0,20400,,94446,HomeImp,Other,6,0,0,184.82429,1,16,40.77586435
14378,0,13500,59352,87767,HomeImp,Other,,0,0,300.5794229,0,19,28.1182969
13951,1,21000,42000,67000,DebtCon,Office,7,0,0,65.96666667,2,18,
13926,0,11500,61264,75647,DebtCon,Office,11,0,0,262.8901879,3,36,39.5478827
16647,1,13200,65372,81426,DebtCon,Other,4,,1,102.6208363,3,29,38.93416913
12479,0,19700,93040,113362,DebtCon,ProfExe,6,0,0,135.8138569,3,21,19.70439447
16885,0,16800,81820,100366,DebtCon,ProfExe,6,0,1,335.3003273,,41,36.21162681
13206,0,8100,48781,50434,HomeImp,Other,5,0,0,75.63504768,0,18,24.54519214
13153,0,27100,,31681,HomeImp,Other,23,0,0,92.51403036,2,15,29.74190894
16442,1,5000,78893,82600,HomeImp,Mgr,16,0,0,133.9,1,34,
14042,1,41600,,44157,DebtCon,Other,,0,2,202.1515459,0,15,34.90863172
11778,0,13800,78645,130104,DebtCon,ProfExe,16,0,0,295.7213173,0,19,29.96660243
12686,0,26700,73468,108774,DebtCon,ProfExe,11,0,0,290.0805914,1,32,39.0422045
14296,0,17700,107395,133433,DebtCon,ProfExe,6,0,0,96.15756173,0,13,27.59227738
15308,0,13300,66174,79957,DebtCon,Other,2,,,175.962695,,34,31.56344122
11724,0,15100,72645,106343,DebtCon,Other,5,0,0,80.77214991,2,13,34.47559678
16658,0,18700,99003,162566,,Other,,1,,252.2637988,,23,39.20903917
16916,0,10200,79257,105912,HomeImp,ProfExe,3,0,0,95.35537249,0,33,39.3913652
14323,0,14200,102789,123691,DebtCon,,3,0,0,127.0600081,1,26,31.33876448
13946,0,15300,82439,99896,DebtCon,ProfExe,1,0,0,281.2003291,1,21,39.4088714
12353,1,27700,85285,116468,DebtCon,Other,9,0,0,312.8079283,0,36,35.96802437
15146,0,19300,76807,103026,HomeImp,Mgr,13,0,0,169.2487527,0,27,34.87635872
16942,0,14400,63671,70982,DebtCon,ProfExe,0,0,0,169.346647,1,34,42.79163252
13340,0,17200,43996,79419,DebtCon,Mgr,5,0,0,140.973401,0,9,28.6621734
13942,0,8200,10909,37286,DebtCon,Other,3,0,0,268.2546017,0,12,22.23295281
13601,1,13000,43744,60000,DebtCon,Self,22,0,1,21.26666667,1,15,
12053,0,11000,106762,123138,DebtCon,,2,0,0,131.0119157,0,25,32.80374334
15488,0,15200,20005,39605,DebtCon,Mgr,8,0,0,96.73490299,0,10,21.74161074
11004,0,14800,100255,116160,DebtCon,Other,10,0,0,184.7772142,0,26,34.48399038
14276,0,13100,59608,72561,HomeImp,Other,30,1,2,195.5387112,1,24,36.61107299
13771,0,13600,66098,76014,HomeImp,Office,12,0,0,245.6056956,1,32,43.39620458
13833,0,13900,33403,69878,DebtCon,ProfExe,8,0,0,259.8132832,1,16,23.73521616
14073,0,18700,11886,63762,DebtCon,Sales,0,0,0,315.2604995,0,5,39.67583359
15615,1,36900,111151,155000,HomeImp,ProfExe,12,0,0,137.9666667,0,40,
14920,1,77400,87651,224630,HomeImp,Self,9,0,2,73.46963001,3,13,40.92979326
12290,0,7800,109000,123500,DebtCon,Self,6,0,1,174.4666667,0,19,
12083,1,9900,88236,104953,DebtCon,ProfExe,1,0,0,51.64870524,0,2,28.62263209
13000,1,5700,80437,109647,HomeImp,ProfExe,9.5,0,0,104.4,0,14,
15766,1,9100,17218,36721,DebtCon,Other,8,0,1,115.7520933,3,5,37.47941029
15078,0,58900,40100,70672,DebtCon,Other,3,0,0,112.3195141,0,20,30.38843059
13403,0,11000,46093,60563,DebtCon,Mgr,4,0,0,190.4821643,1,21,29.57814813
11535,0,19700,60999,89841,DebtCon,Office,0,0,0,82.10388101,0,22,36.27999035
14154,0,25500,143881,178914,DebtCon,ProfExe,7,0,0,323.0225718,0,35,37.57582197
11750,0,42200,21393,68111,DebtCon,Other,19,0,0,208.5229244,0,30,39.75171656
12338,1,14900,55480,76464,HomeImp,Other,15,0,1,122.0894998,5,20,43.06260476
13712,1,15100,54000,77542,HomeImp,ProfExe,13,1,1,122.5666667,1,26,
16838,0,18000,52301,79959,DebtCon,Other,1,,1,290.2806482,0,9,37.16369797
11890,0,23500,86144,138953,DebtCon,Other,13,0,0,110.0541983,3,15,41.8416909
16775,0,10500,41467,58329,DebtCon,Mgr,2,0,0,187.7134862,0,22,27.86112392
11361,0,31900,83226,115509,DebtCon,Mgr,11,0,0,79.03011561,0,34,26.52185952
12168,1,3000,,14500,HomeImp,Other,3,0,0,9.3,14,2,
11702,0,16400,100014,122281,DebtCon,ProfExe,0,0,0,123.1339876,0,30,34.93667391
12615,0,13500,67180,85634,DebtCon,Sales,5,0,0,147.3553126,0,35,28.52255337
14162,0,7900,41935,53543,DebtCon,Office,8,0,0,203.54461,1,22,31.49168679
15139,0,22000,48041,88433,DebtCon,Other,12,0,0,96.33643462,0,10,5.226673619
14269,0,22600,31933,47669,HomeImp,Self,4,0,,133.447479,,11,24.20108619
12573,0,50400,40140,103789,HomeImp,Self,9,0,0,208.7665748,3,35,40.01526267
13440,0,18100,81916,104048,DebtCon,Other,0,0,0,154.4259959,0,18,33.67802577
14430,1,8000,86804,113000,DebtCon,Other,7,1,3,145.1666667,1,20,
14925,1,25900,58000,95000,,Self,3,0,1,34.66666667,6,28,
13442,0,12600,55415,74307,HomeImp,Other,29,1,2,198.8467209,0,23,36.83774105
14508,0,10000,127319,194992,HomeImp,Office,1,0,1,337.6899717,0,16,41.44750595
11537,0,17800,60611,89943,DebtCon,Office,29,0,0,208.466537,0,21,30.81324059
15694,1,16200,34984,46382,DebtCon,Other,11,0,0,175.1443195,3,20,39.74092813
13624,0,18500,14111,71628,DebtCon,Office,,0,0,246.9909305,0,22,39.61154172
11740,1,72300,,85000,DebtCon,Other,1,0,0,117.1666667,9,23,
13613,0,13600,64799,84425,DebtCon,Office,14,0,0,115.3238836,0,24,36.85085748
11594,0,16100,51041,72749,DebtCon,Other,8,0,0,90.32595067,2,15,43.89773033
15761,0,22100,33435,52340,HomeImp,Self,4,1,,134.0000742,,10,24.02393073
16158,0,32300,23448,45557,DebtCon,Other,0,0,0,69.19973077,0,7,15.77819668
12994,0,6200,75657,84368,DebtCon,Sales,4,0,0,122.244945,0,30,32.55254333
13583,0,25100,46614,69750,DebtCon,Office,17,0,0,193.2525794,1,22,33.71535165
15320,0,20000,135631.66,177000,HomeImp,Mgr,8,0,0,321.6333333,0,17,
16826,0,36000,203680,270992,DebtCon,ProfExe,3,0,0,234.0239751,0,32,29.69634581
15036,0,60500,40669,70207,DebtCon,Other,3,0,0,96.26606796,0,21,29.36696636
13512,0,18000,63508,94991,DebtCon,Office,1,0,0,155.8847243,0,25,23.58566428
15665,0,14900,51219,144894,DebtCon,Other,1,0,0,275.2831155,5,42,39.32388512
14645,0,12700,79898,101989,DebtCon,ProfExe,9,2,0,214.9964598,1,29,29.30607111
15007,0,17500,133243,154513,DebtCon,Mgr,,0,0,217.0370487,0,18,37.46299196
14609,0,27100,118200,159739,DebtCon,ProfExe,6,0,1,117.1521605,3,27,34.20600845
12196,0,18700,136790,178135,DebtCon,Mgr,12,0,0,246.9544197,0,21,30.11861356
13445,1,11500,21096,38952,DebtCon,Office,13,0,0,129.7,0,5,
16247,0,17500,102858,138977,DebtCon,Office,2,,,100.2812192,2,15,31.66931945
12098,0,15500,74761,92729,DebtCon,ProfExe,9,0,1,339.0892634,,42,37.47461725
15258,0,31000,13542,58827,DebtCon,Other,0,0,0,92.1329084,0,6,36.25696875
16563,0,24400,110177,145000,DebtCon,Office,5,,,293.2365248,2,36,
13948,0,21400,7259,24770,DebtCon,Other,,0,0,62.26356587,2,18,41.57670052
12212,1,10000,48840,58740,HomeImp,Other,15,2,2,194.8,0,39,
15776,0,8400,30146,39326,HomeImp,ProfExe,11,0,0,183.0927495,0,12,23.09720188
12963,0,19700,5700,24457,DebtCon,Other,,0,0,60.15632991,1,19,41.36387828
13177,0,31300,33658,76624,DebtCon,Other,,,,286.6962892,0,15,40.3573739
11154,1,25000,101250,135000,DebtCon,Self,3,0,0,301.3,4,46,
14426,0,27800,114417,150849,DebtCon,Mgr,5,0,0,285.3861264,0,24,38.58192387
13459,0,17100,46953,69086,DebtCon,ProfExe,6,0,0,165.6277883,2,11,29.2491436
16283,1,3600,48507,61000,DebtCon,Office,13,1,4,97.4,0,17,
14790,0,27100,44095,77587,DebtCon,Mgr,14,1,0,92.14002902,6,15,33.5355472
14301,0,24300,93520,137241,DebtCon,ProfExe,,0,0,199.7635631,0,20,27.47155969
13391,1,16400,48700,72500,DebtCon,Other,,0,1,127.3,1,39,
13609,0,13600,101377,131079,HomeImp,ProfExe,10,0,0,174.3477876,2,32,27.96913798
13934,0,16100,107758,124610,DebtCon,ProfExe,0,0,0,129.1788981,0,29,34.2115674
15380,0,10600,27666,56218,HomeImp,Other,3,0,0,249.8511899,0,10,39.52832634
14911,0,12800,75139,105289,HomeImp,ProfExe,8,0,0,151.8511659,0,35,31.21070474
11676,1,25000,105750,141000,HomeImp,Office,15,1,2,305.3666667,2,14,
13281,0,15200,,100320,,Other,,0,0,190.256476,0,9,33.79999228
11585,0,6000,14000,61493,HomeImp,Office,23,0,0,321.6333333,1,13,
16908,0,22900,90702,115355,DebtCon,Mgr,24,,0,308.85054,1,42,38.79333433
15687,1,17000,54218,75000,DebtCon,Mgr,5,1,0,177.5,6,35,
16383,0,21500,96993,143240,DebtCon,ProfExe,20,0,0,173.3416649,0,25,39.85872689
13444,0,12200,57112,76050,DebtCon,Other,1,0,0,235.2292688,0,9,35.11318533
12716,0,24000,31243,50602,HomeImp,Self,3,1,,135.1985186,,11,25.35716493
15381,0,32800,35458,78116,DebtCon,Other,9,,,126.5177052,,23,33.68805656
16324,0,39500,132485,192838,DebtCon,Mgr,,1,0,176.1238814,0,24,31.7374782
16359,1,50000,235000,295000,HomeImp,Mgr,6,0,1,110.5666667,8,23,
13289,0,24500,,51623,DebtCon,Other,,,,91.86238836,,12,28.87957066
13513,0,20800,107787,182140,DebtCon,Office,7,0,0,214.3305682,3,23,41.92846949
12460,1,17600,76043,95605,DebtCon,Other,3,2,1,85.04333493,6,30,47.84029512
16723,0,28000,77322,118082,DebtCon,Other,7,0,0,80.65809369,1,31,38.8154384
16705,0,8200,172497,249071,DebtCon,Sales,,0,0,114.9819744,0,21,41.09802515
12356,0,25600,144616,211230,HomeImp,ProfExe,7,0,0,199.0913081,0,27,39.00292833
15382,0,13700,90714,120292,DebtCon,Office,11,0,0,215.6120163,0,13,40.30430134
14761,1,2900,7750,67996,HomeImp,Other,16,3,0,122.2046628,2,8,36.211348
14833,0,27400,,121625,DebtCon,Mgr,7,1,0,154.4378476,0,27,33.37381367
11775,1,15600,63500,80000,DebtCon,Sales,0.2,3,0,104.5666667,2,20,
11445,1,17000,74910,112375,DebtCon,Office,41,0,0,95.2,3,28,
12112,1,8300,,47244,HomeImp,Other,6,,,,,,
11372,1,16900,73128,101683,DebtCon,Sales,26,0,0,254.1917974,0,45,38.51230869
15938,0,17400,42876,66085,DebtCon,Mgr,26,0,0,281.5781525,1,16,38.02752168
11901,1,27700,19300,39000,DebtCon,Mgr,12,3,0,212.0666667,0,46,
11215,1,15500,48100,67000,DebtCon,Other,15,,,,,,
13124,0,6700,48430,64358,HomeImp,Other,0,1,,108.3517475,,13,38.89419475
12845,0,7900,,71519,HomeImp,Office,0,0,0,55.87386021,0,4,38.37509129
13205,0,17000,73184,96889,DebtCon,Mgr,0,0,0,71.95379199,0,16,28.00439848
15367,0,20000,38955,80680,DebtCon,ProfExe,8,0,0,295.3007793,0,18,40.39095601
13893,0,26300,94337,123054,DebtCon,ProfExe,0,1,0,204.9173394,2,38,35.72585219
13526,0,30200,124000,171366,DebtCon,Mgr,13,0,0,176.5,2,28,
13733,0,22600,,144841,,,,,,,,,16.38239069
11827,0,19100,48730,115967,DebtCon,ProfExe,15,0,0,264.9150843,0,19,25.40820478
15555,0,18600,50167,96312,DebtCon,ProfExe,5,0,0,128.3394339,1,21,36.3773222
14339,0,20000,129682,180746,,Mgr,24,,4,322.2002586,0,27,30.89117139
12262,0,21500,100727,146904,HomeImp,ProfExe,11,0,0,153.2238882,1,23,34.96596275
12425,0,12500,55228,66569,DebtCon,Mgr,3,0,0,198.8151672,1,17,27.99687276
14602,0,39500,30972,70545,DebtCon,ProfExe,3,0,0,197.4524289,2,17,25.36055735
15597,1,23700,76000,106000,DebtCon,Sales,2.6,1,0,138.9666667,2,38,
11362,0,21700,188525,234269,DebtCon,ProfExe,0,0,0,301.5210741,0,26,37.33952006
13015,0,40600,14534,60000,DebtCon,Other,20,0,0,206.9666667,1,31,
12670,0,13400,53699,68084,DebtCon,Other,3,0,0,169.8524493,0,14,25.10971349
14560,0,23600,141000,175000,DebtCon,Other,2,0,0,192.7666667,0,35,
13521,0,9800,,45197,HomeImp,Other,,,,316.5253028,,11,29.646666
11430,1,17400,96590,112115,DebtCon,Other,0,6,0,178.6595894,2,46,41.11788749
12396,0,22700,75354,106186,DebtCon,Other,,0,0,175.3393762,1,24,38.25659362
11934,0,10100,47426,68820,DebtCon,Other,16,0,4,220.7609123,0,36,24.01951269
15847,0,9400,81596,116738,HomeImp,Office,28,0,0,338.6290354,1,38,34.16951368
16439,0,10300,44941,60694,DebtCon,Other,2,0,0,85.68120512,0,20,39.53639781
12635,0,11600,36357,56514,,Other,31,0,0,237.8189664,0,19,20.1815824
14742,0,6300,45582,89005,DebtCon,,2,0,0,209.3580469,4,30,29.59595551
15771,0,26900,215692,286555,HomeImp,ProfExe,8,,5,468.1781224,,55,30.55300542
14515,0,14600,58229,74027,DebtCon,Other,2,0,0,228.560354,0,9,34.12424228
15740,0,27000,,38441,DebtCon,Other,8,1,,85.17950335,,14,23.69117601
12539,0,14400,32683,48467,HomeImp,Other,11,0,0,114.4120329,0,10,21.46972396
16049,0,23000,213000,280000,HomeImp,ProfExe,7,,5,468.8666667,,56,
15607,0,18000,90275,135792,DebtCon,Mgr,13,0,0,178.661764,1,26,33.33696079
16448,1,49500,9000,55000,DebtCon,Other,3,0,0,,0,0,
15248,1,39500,,50000,DebtCon,Other,7,0,0,51.76666667,0,14,
16293,0,10800,44355,57742,HomeImp,Other,20,0,1,129.7319921,0,22,38.04276786
12966,0,11400,125486,195284,HomeImp,Office,0,0,0,354.2902872,0,15,38.14306879
11989,0,46200,117227,174882,DebtCon,Self,12,0,0,195.6411868,0,5,40.62161928
13379,0,33700,73877,124834,DebtCon,Mgr,10,0,0,68.48269459,0,34,25.96045509
16769,0,25900,58693,86469,DebtCon,Office,1,0,1,94.12956341,0,23,32.12756274
11050,0,8600,38646,54073,DebtCon,Other,14,0,0,89.55585277,0,11,32.53025665
12155,0,31800,125864,175163,DebtCon,Mgr,12,0,0,174.209344,2,28,40.5848115
15896,0,18200,61690,89963,HomeImp,ProfExe,15,0,2,157.409679,0,14,27.94667597
11743,0,33000,54821,104724,DebtCon,Office,1,0,0,164.3009187,1,24,34.39190747
11588,0,20900,,73849,HomeImp,Office,7,0,0,124.9559978,1,5,18.48129352
11320,0,12800,11986,48309,HomeImp,Office,23,0,0,265.2270609,0,20,28.49386194
12348,0,13100,70368,87407,DebtCon,Other,2,0,0,232.9947127,3,26,29.66798564
13077,0,21600,105654,155460,DebtCon,Mgr,16,0,0,193.0488032,0,25,33.60060846
11674,0,10000,59764,77870,DebtCon,Sales,7,0,0,136.9,0,35,
12002,1,2300,28192,40150,HomeImp,Other,4.5,0,0,54.6,1,16,
13411,1,38700,119847,162365,HomeImp,ProfExe,13,0,0,149.8027955,0,39,47.91511242
14943,0,15700,83830,122719,,,,,,,,,35.16514615
13608,0,13800,94843,125541,HomeImp,Mgr,2,0,2,159.2524968,0,26,42.30523974
16602,0,12000,84191,100654,HomeImp,ProfExe,0,0,0,79.67788538,1,20,33.77330326
14256,0,17800,13839,171378,HomeImp,Mgr,23,0,0,86.7026248,2,21,31.35960953
12099,0,15700,,28198,DebtCon,Other,12,,,87.62052637,2,9,32.44547552
11181,0,16600,95860,123546,DebtCon,Office,0,,2,252.7574879,1,29,40.60856748
11289,1,12900,94000,,DebtCon,Office,8,0,1,205.9333333,0,19,
16805,0,15100,60264,87110,HomeImp,ProfExe,5,0,0,111.399385,0,13,26.06204325
15567,0,32000,22832,43358,DebtCon,Other,1,0,0,68.32898424,0,7,13.66579769
15790,1,15700,53478,68885,DebtCon,Other,5,0,0,83.69551611,5,17,40.34992999
15022,0,12300,152107,179793,DebtCon,ProfExe,7,,1,212.7829956,3,25,43.13409505
11668,0,28200,,117181,DebtCon,Mgr,9,0,0,170.6461537,0,26,31.60143615
11156,0,18400,89101,118748,DebtCon,ProfExe,7,0,0,153.849763,2,21,21.76282696
14147,0,10600,50662,62491,DebtCon,Other,0,0,0,197.709267,1,13,26.25188835
11118,0,39300,27324,73924,DebtCon,ProfExe,6,0,0,190.3445745,1,18,25.05353352
11015,0,18500,10934,66367,DebtCon,Sales,1,0,0,326.5673282,0,5,38.15167101
12113,0,21100,91479,127110,DebtCon,Office,25,0,0,279.4682367,3,16,33.07852222
14937,0,39000,36335,50704,DebtCon,Other,,0,0,,7,0,31.2443985
15838,0,7000,,47462,HomeImp,Other,,,,102.6573271,,9,36.09407143
12008,0,25000,177000,226000,DebtCon,ProfExe,0.4,0,0,305.1331253,1,33,
16017,0,20100,171132,201214,DebtCon,ProfExe,11,0,0,250.9230696,0,38,25.96553266
13862,0,11800,38825,51984,DebtCon,Other,,0,0,82.52779435,0,14,40.88273326
15588,1,14000,139000,159000,DebtCon,Mgr,13,0,1,171.4333333,1,32,
15080,0,16900,131002,166859,DebtCon,Office,4,0,0,135.8564232,0,20,28.15188528
14459,0,20000,,73800,DebtCon,Sales,4,0,0,404.7666667,0,24,
13670,0,10100,93085,110069,DebtCon,Other,13,0,0,206.799179,3,16,40.56989706
13630,0,13300,64002,88174,DebtCon,Other,3,,,157.9169897,,34,29.79823118
12855,0,8100,43553,88242,DebtCon,,2,0,0,207.9404687,4,30,31.32965172
16088,0,11000,85149,106820,HomeImp,Mgr,10,0,0,240.4333333,0,25,
13467,0,10300,,50548,HomeImp,Mgr,5,,,165.5531992,,9,23.88633081
13994,0,36300,22431,42834,DebtCon,Mgr,6,0,0,50.41959435,0,6,33.41614827
14552,0,15300,57840,86903,DebtCon,Other,0,0,0,110.8272244,4,11,38.82617752
11787,0,18900,52640,113391,DebtCon,ProfExe,16,0,0,257.5237966,0,19,27.7923237
14688,0,11000,131949,165096,HomeImp,ProfExe,5,0,0,440.4212537,0,42,26.90476645
14864,0,17000,60483,85015,HomeImp,ProfExe,4,0,0,116.5252651,0,12,27.29874318
16308,0,9400,56675,66976,HomeImp,Other,6,0,0,128.071648,0,33,35.03337113
15507,0,18200,16386,170310,HomeImp,Mgr,23,0,0,73.0072773,2,20,29.80460144
11374,0,8200,64006,80409,HomeImp,Other,15,0,0,235.3632495,0,36,35.63672035
11325,0,19000,62356,92299,DebtCon,Office,0,0,0,60.29414317,0,23,34.8169595
12867,0,15700,46423,72198,DebtCon,Other,0,,2,267.4388553,1,10,36.52931958
16754,0,15000,92000,154000,DebtCon,Mgr,1,0,0,207.9666667,1,19,
14446,0,11000,63314,69285,DebtCon,ProfExe,15,0,0,244.0177745,3,32,36.54257022
13430,0,27600,150120,191972,HomeImp,Self,3,0,0,178.0384911,1,16,41.80742805
15658,1,19400,178000,219300,HomeImp,ProfExe,12,0,0,214.3666667,0,26,
15019,0,3600,52337,63989,HomeImp,Office,20,0,0,204.2724988,0,20,20.47091551
13857,0,6400,57887,74776,HomeImp,Mgr,3,0,1,126.3286437,0,22,28.75634543
12510,1,23800,19612,77300,DebtCon,ProfExe,15,0,6,173.4666667,0,19,
13259,0,51400,,79910,HomeImp,Self,13,1,0,169.9121678,0,21,26.25179842
11675,0,12600,83552,107186,HomeImp,Other,21,0,0,128.6602454,4,24,28.72301762
16682,0,19000,167104,200184,DebtCon,ProfExe,9,0,0,256.6483436,0,38,23.66867849
11543,1,18800,67666,167619,HomeImp,ProfExe,14,0,0,135.9518082,1,11,47.59052865
12508,0,23600,70769,183593,,Other,11,0,0,367.0984875,1,17,33.78919233
12470,0,22200,72293,98997,DebtCon,Other,,2,1,242.2161953,2,13,42.77356841
11480,0,13400,66737,71117,DebtCon,ProfExe,0,0,0,163.1318589,2,34,40.94386627
13193,0,18100,95322,119643,HomeImp,Mgr,2,0,0,313.6033866,1,20,42.1192853
16483,0,12000,53800,80000,DebtCon,Other,0.3,0,0,124.7666667,4,11,
15643,0,9000,47350.86,105000,DebtCon,ProfExe,6,0,1,227.2666667,0,10,
13417,1,4500,118000,146870,HomeImp,ProfExe,4.5,2,0,203.8666667,1,20,
15186,0,20000,43087,61438,DebtCon,Other,14,0,0,276.5624153,0,20,29.29517878
14839,1,23700,43712,75191,DebtCon,Office,6,0,0,50.71753483,2,18,37.10325125
11661,1,20000,73400,94000,DebtCon,Mgr,9,0,0,270,2,14,
12318,0,23400,81379,105005,DebtCon,Other,,0,0,186.8909246,1,24,37.88976871
12045,0,10600,66590,77465,HomeImp,Other,1,1,0,110.7716232,0,6,39.73578526
16864,0,16700,43794,61446,DebtCon,,6,0,0,96.45470591,1,9,28.45298086
12992,0,22400,18371,38311,DebtCon,Other,1,0,0,37.23500048,2,3,29.4760034
14022,1,3900,21200,39000,DebtCon,Mgr,4,0,1,86.56666667,2,14,
12471,1,15200,96341,118734,DebtCon,Other,1,1,,90.7327804,1,26,39.14005597
13097,0,21400,49459,69461,DebtCon,Other,25,0,0,314.6389579,2,32,35.98208364
